Volume(A^3)   Energy(eV/atom)
43.91   -3.9302
45.39   -4.3434
46.91   -4.6915
48.45   -4.9814
50.03   -5.2185
51.65   -5.4072
53.29   -5.5509
54.98   -5.6525
56.69   -5.7188
58.45   -5.7575
60.24   -5.7700
62.06   -5.7586
63.92   -5.7269
65.82   -5.6791
67.76   -5.6193
69.73   -5.5506
71.74   -5.4755
73.79   -5.3952
75.88   -5.3102
78.01   -5.2208
80.18   -5.1269
