Volume(A^3)   Energy(eV/atom)
33.67   -1.1877
34.80   -1.2715
35.96   -1.3411
37.15   -1.3980
38.36   -1.4438
39.59   -1.4798
40.86   -1.5072
42.15   -1.5269
43.46   -1.5401
44.81   -1.5476
46.18   -1.5500
47.58   -1.5478
49.01   -1.5415
50.46   -1.5316
51.95   -1.5183
53.46   -1.5018
55.00   -1.4820
56.57   -1.4591
58.17   -1.4333
59.80   -1.4049
61.47   -1.3741
