Volume(A^3)   Energy(eV/atom)
31.78   -3.7303
32.85   -3.8847
33.95   -4.0156
35.07   -4.1258
36.21   -4.2175
37.38   -4.2923
38.57   -4.3513
39.79   -4.3958
41.03   -4.4265
42.30   -4.4443
43.60   -4.4500
44.92   -4.4447
46.26   -4.4296
47.64   -4.4063
49.04   -4.3762
50.47   -4.3401
51.92   -4.2985
53.41   -4.2519
54.92   -4.2009
56.46   -4.1457
58.03   -4.0866
