Volume(A^3)   Energy(eV/atom)
16.82   -8.3465
17.38   -8.6097
17.96   -8.8278
18.55   -9.0066
19.16   -9.1517
19.78   -9.2678
20.41   -9.3586
21.05   -9.4265
21.71   -9.4735
22.38   -9.5009
23.07   -9.5097
23.77   -9.5013
24.48   -9.4771
25.21   -9.4386
25.95   -9.3872
26.70   -9.3246
27.47   -9.2522
28.26   -9.1713
29.06   -9.0830
29.87   -8.9878
30.70   -8.8862
