Volume(A^3)   Energy(eV/atom)
33.42   -1.1851
34.55   -1.2538
35.70   -1.3123
36.88   -1.3614
38.08   -1.4018
39.31   -1.4344
40.56   -1.4598
41.84   -1.4785
43.15   -1.4913
44.48   -1.4986
45.85   -1.5008
47.24   -1.4985
48.65   -1.4919
50.10   -1.4815
51.57   -1.4675
53.07   -1.4503
54.60   -1.4303
56.16   -1.4078
57.75   -1.3831
59.37   -1.3566
61.02   -1.3281
