Volume(A^3)   Energy(eV/atom)
51.88   -1.9653
53.63   -2.1388
55.42   -2.2824
57.25   -2.4002
59.11   -2.4952
61.02   -2.5701
62.97   -2.6273
64.96   -2.6689
66.99   -2.6965
69.06   -2.7118
71.17   -2.7166
73.33   -2.7123
75.53   -2.7002
77.77   -2.6815
80.06   -2.6569
82.39   -2.6272
84.77   -2.5931
87.19   -2.5552
89.66   -2.5139
92.17   -2.4698
94.73   -2.4231
