Volume(A^3)   Energy(eV/atom)
34.08   -7.7502
35.23   -7.9017
36.40   -8.0343
37.60   -8.1495
38.83   -8.2482
40.08   -8.3310
41.36   -8.3984
42.67   -8.4505
44.00   -8.4875
45.36   -8.5097
46.75   -8.5170
48.17   -8.5100
49.61   -8.4898
51.08   -8.4578
52.59   -8.4157
54.12   -8.3649
55.68   -8.3064
57.27   -8.2410
58.89   -8.1685
60.54   -8.0883
62.22   -8.0003
