Volume(A^3)   Energy(eV/atom)
26.64   -10.4534
27.54   -10.7454
28.46   -10.9964
29.40   -11.2081
30.36   -11.3829
31.33   -11.5240
32.33   -11.6348
33.36   -11.7180
34.40   -11.7758
35.46   -11.8096
36.55   -11.8206
37.65   -11.8102
38.78   -11.7801
39.94   -11.7329
41.11   -11.6710
42.31   -11.5968
43.53   -11.5114
44.77   -11.4161
46.04   -11.3110
47.33   -11.1962
48.64   -11.0711
