Volume(A^3)   Energy(eV/atom)
31.53   -4.4925
32.60   -4.6961
33.68   -4.8677
34.79   -5.0105
35.93   -5.1274
37.09   -5.2209
38.27   -5.2932
39.48   -5.3464
40.71   -5.3823
41.97   -5.4027
43.26   -5.4092
44.57   -5.4032
45.90   -5.3861
47.27   -5.3592
48.66   -5.3236
50.08   -5.2804
51.52   -5.2308
52.99   -5.1756
54.49   -5.1159
56.02   -5.0520
57.58   -4.9842
