Volume(A^3)   Energy(eV/atom)
19.64   -8.0848
20.30   -8.2850
20.98   -8.4582
21.67   -8.6038
22.38   -8.7222
23.10   -8.8154
23.84   -8.8862
24.59   -8.9374
25.36   -8.9715
26.14   -8.9909
26.94   -8.9970
27.76   -8.9909
28.59   -8.9732
29.44   -8.9444
30.31   -8.9054
31.19   -8.8566
32.09   -8.7988
33.01   -8.7325
33.94   -8.6584
34.89   -8.5771
35.86   -8.4889
