Volume(A^3/atom)   Energy(eV/atom)
9.81   -8.0832
10.14   -8.2768
10.48   -8.4413
10.82   -8.5799
11.18   -8.6953
11.54   -8.7898
11.90   -8.8647
12.28   -8.9214
12.66   -8.9608
13.06   -8.9840
13.46   -8.9915
13.86   -8.9843
14.28   -8.9647
14.70   -8.9340
15.14   -8.8931
15.58   -8.8429
16.03   -8.7843
16.48   -8.7181
16.95   -8.6451
17.43   -8.5658
17.91   -8.4805
