Volume(A^3/atom)   Energy(eV/atom)
11.78   -11.0166
12.17   -11.4373
12.58   -11.7991
12.99   -12.1041
13.42   -12.3537
13.85   -12.5498
14.29   -12.7026
14.74   -12.8169
15.20   -12.8954
15.67   -12.9410
16.15   -12.9560
16.64   -12.9429
17.14   -12.9042
17.65   -12.8423
18.17   -12.7598
18.70   -12.6592
19.24   -12.5425
19.79   -12.4114
20.35   -12.2671
20.92   -12.1103
21.50   -11.9417
