Volume(A^3)   Energy(eV/atom)
23.56   -6.4866
24.35   -6.8771
25.16   -7.2250
25.99   -7.5280
26.84   -7.7788
27.71   -7.9777
28.59   -8.1315
29.49   -8.2461
30.41   -8.3247
31.36   -8.3699
32.32   -8.3843
33.29   -8.3709
34.29   -8.3326
35.31   -8.2719
36.35   -8.1907
37.41   -8.0903
38.49   -7.9716
39.59   -7.8355
40.71   -7.6828
41.85   -7.5145
43.01   -7.3321
