Volume(A^3/atom)   Energy(eV/atom)
10.73   -2.6513
11.09   -2.9340
11.46   -3.1724
11.84   -3.3708
12.23   -3.5327
12.62   -3.6612
13.02   -3.7593
13.43   -3.8295
13.85   -3.8753
14.28   -3.9016
14.72   -3.9100
15.17   -3.9023
15.62   -3.8806
16.09   -3.8471
16.56   -3.8038
17.04   -3.7524
17.53   -3.6944
18.03   -3.6309
18.54   -3.5625
19.06   -3.4898
19.59   -3.4135
