Volume(A^3/atom)   Energy(eV/atom)
13.03   -4.1147
13.46   -4.2829
13.91   -4.4245
14.37   -4.5425
14.84   -4.6387
15.32   -4.7156
15.81   -4.7750
16.31   -4.8185
16.82   -4.8478
17.34   -4.8648
17.87   -4.8700
18.41   -4.8649
18.96   -4.8501
19.52   -4.8266
20.10   -4.7953
20.68   -4.7562
21.28   -4.7093
21.89   -4.6545
22.51   -4.5921
23.14   -4.5225
23.78   -4.4460
