Volume(A^3/atom)   Energy(eV/atom)
10.98   -3.9310
11.35   -4.3441
11.73   -4.6921
12.11   -4.9819
12.51   -5.2189
12.91   -5.4075
13.32   -5.5512
13.75   -5.6526
14.17   -5.7189
14.61   -5.7576
15.06   -5.7700
15.52   -5.7585
15.98   -5.7269
16.46   -5.6790
16.94   -5.6191
17.43   -5.5505
17.94   -5.4753
18.45   -5.3950
18.97   -5.3100
19.50   -5.2206
20.05   -5.1267
