Volume(A^3/atom)   Energy(eV/atom)
8.48   -3.3812
8.77   -3.5539
9.06   -3.7010
9.36   -3.8247
9.66   -3.9271
9.97   -4.0102
10.29   -4.0756
10.62   -4.1248
10.95   -4.1588
11.29   -4.1787
11.63   -4.1852
11.98   -4.1791
12.34   -4.1616
12.71   -4.1337
13.08   -4.0966
13.47   -4.0514
13.85   -3.9995
14.25   -3.9407
14.65   -3.8742
15.06   -3.7999
15.48   -3.7178
