Volume(A^3/atom)   Energy(eV/atom)
12.11   -3.0962
12.52   -3.1979
12.93   -3.2870
13.36   -3.3639
13.80   -3.4285
14.24   -3.4808
14.70   -3.5206
15.16   -3.5479
15.63   -3.5655
16.12   -3.5764
16.61   -3.5800
17.11   -3.5766
17.63   -3.5670
18.15   -3.5525
18.68   -3.5341
19.23   -3.5127
19.78   -3.4890
20.35   -3.4629
20.92   -3.4345
21.51   -3.4036
22.11   -3.3700
