Volume(A^3/atom)   Energy(eV/atom)
8.61   -2.8894
8.90   -3.0314
9.20   -3.1532
9.50   -3.2560
9.81   -3.3406
10.13   -3.4081
10.45   -3.4596
10.78   -3.4964
11.12   -3.5208
11.46   -3.5353
11.81   -3.5400
12.17   -3.5356
12.53   -3.5231
12.91   -3.5037
13.28   -3.4783
13.67   -3.4478
14.07   -3.4128
14.47   -3.3737
14.88   -3.3305
15.29   -3.2835
15.72   -3.2329
