Volume(A^3/atom)   Energy(eV/atom)
22.10   -1.4498
22.84   -1.5777
23.60   -1.6852
24.38   -1.7745
25.18   -1.8472
25.99   -1.9050
26.82   -1.9495
27.66   -1.9819
28.53   -2.0036
29.41   -2.0160
30.31   -2.0200
31.23   -2.0163
32.17   -2.0061
33.12   -1.9901
34.09   -1.9693
35.09   -1.9444
36.10   -1.9158
37.13   -1.8839
38.18   -1.8492
39.25   -1.8121
40.34   -1.7729
