Volume(A^3/atom)   Energy(eV/atom)
10.12   -4.6962
10.46   -4.8129
10.81   -4.9157
11.16   -5.0052
11.53   -5.0819
11.90   -5.1464
12.28   -5.1994
12.66   -5.2497
13.06   -5.2840
13.46   -5.3037
13.88   -5.3100
14.30   -5.3041
14.73   -5.2877
15.16   -5.2635
15.61   -5.2290
16.06   -5.1837
16.53   -5.1278
17.00   -5.0618
17.48   -4.9860
17.97   -4.9010
18.47   -4.8071
