Volume(A^3)   Energy(eV/atom)
44.62   -4.0633
46.13   -4.3289
47.66   -4.5496
49.23   -4.7304
50.84   -4.8760
52.48   -4.9909
54.15   -5.0790
55.86   -5.1436
57.61   -5.1869
59.39   -5.2113
61.21   -5.2190
63.06   -5.2120
64.96   -5.1923
66.88   -5.1619
68.85   -5.1225
70.86   -5.0756
72.90   -5.0225
74.98   -4.9646
77.11   -4.9028
79.27   -4.8371
81.47   -4.7677
