Volume(A^3)   Energy(eV/atom)
33.87   -5.4797
35.01   -5.6738
36.18   -5.8380
37.37   -5.9750
38.59   -6.0873
39.83   -6.1770
41.10   -6.2464
42.40   -6.2975
43.73   -6.3321
45.08   -6.3522
46.46   -6.3584
47.87   -6.3522
49.30   -6.3344
50.77   -6.3060
52.26   -6.2679
53.78   -6.2199
55.33   -6.1618
56.91   -6.0938
58.53   -6.0160
60.17   -5.9289
61.84   -5.8329
