Volume(A^3)   Energy(eV/atom)
34.44   -2.8890
35.60   -3.0311
36.78   -3.1530
38.00   -3.2558
39.23   -3.3404
40.50   -3.4079
41.79   -3.4595
43.11   -3.4963
44.46   -3.5208
45.83   -3.5353
47.24   -3.5400
48.67   -3.5356
50.13   -3.5231
51.62   -3.5037
53.14   -3.4784
54.68   -3.4479
56.26   -3.4129
57.87   -3.3738
59.51   -3.3306
61.17   -3.2836
62.87   -3.2330
