Volume(A^3)   Energy(eV/atom)
26.11   -4.1185
26.99   -4.2854
27.89   -4.4263
28.81   -4.5433
29.75   -4.6389
30.71   -4.7150
31.69   -4.7737
32.69   -4.8167
33.71   -4.8458
34.75   -4.8626
35.82   -4.8678
36.90   -4.8627
38.01   -4.8478
39.14   -4.8242
40.29   -4.7925
41.46   -4.7526
42.66   -4.7047
43.88   -4.6487
45.12   -4.5851
46.39   -4.5143
47.67   -4.4366
