Volume(A^3)   Energy(eV/atom)
49.86   -2.0983
51.54   -2.2656
53.26   -2.4072
55.01   -2.5254
56.81   -2.6221
58.64   -2.6989
60.51   -2.7578
62.42   -2.8003
64.37   -2.8285
66.36   -2.8448
68.39   -2.8500
70.46   -2.8452
72.58   -2.8317
74.73   -2.8106
76.93   -2.7829
79.17   -2.7494
81.46   -2.7110
83.78   -2.6681
86.15   -2.6211
88.57   -2.5705
91.03   -2.5168
