Volume(A^3)   Energy(eV/atom)
49.51   -2.7266
51.18   -2.9959
52.89   -3.2226
54.63   -3.4110
56.41   -3.5648
58.23   -3.6872
60.09   -3.7813
61.99   -3.8498
63.93   -3.8956
65.90   -3.9217
67.92   -3.9300
69.98   -3.9224
72.08   -3.9009
74.22   -3.8675
76.40   -3.8239
78.63   -3.7716
80.89   -3.7116
83.20   -3.6451
85.56   -3.5727
87.96   -3.4954
90.40   -3.4138
